Ticker,Close_Price,Date_Price
BUSDUSDT,0.9998,2022-08-06
BUSDUSDT,0.9998,2022-08-07
BUSDUSDT,0.9998,2022-08-08
BUSDUSDT,0.9998,2022-08-09
BUSDUSDT,0.9998,2022-08-10
BUSDUSDT,0.9996,2022-08-11
BUSDUSDT,0.9996,2022-08-12
BUSDUSDT,0.9996,2022-08-13
BUSDUSDT,0.9997,2022-08-14
BUSDUSDT,0.9998,2022-08-15
BUSDUSDT,1.0,2022-08-16
BUSDUSDT,0.9999,2022-08-17
BUSDUSDT,1.0,2022-08-18
BUSDUSDT,1.0001,2022-08-19
BUSDUSDT,1.0001,2022-08-20
BUSDUSDT,1.0001,2022-08-21
BUSDUSDT,1.0002,2022-08-22
BUSDUSDT,1.0001,2022-08-23
BUSDUSDT,1.0001,2022-08-24
BUSDUSDT,1.0,2022-08-25
BUSDUSDT,1.0,2022-08-26
BUSDUSDT,1.0,2022-08-27
BUSDUSDT,1.0001,2022-08-28
BUSDUSDT,1.0,2022-08-29
BUSDUSDT,1.0,2022-08-30
BUSDUSDT,1.0,2022-08-31
BUSDUSDT,1.0,2022-09-01
BUSDUSDT,1.0,2022-09-02
BUSDUSDT,1.0,2022-09-03
BUSDUSDT,1.0,2022-09-04
BUSDUSDT,1.0,2022-09-05
BUSDUSDT,1.0001,2022-09-06
BUSDUSDT,1.0,2022-09-07
BUSDUSDT,1.0,2022-09-08
BUSDUSDT,0.9997,2022-09-09
BUSDUSDT,0.9998,2022-09-10
BUSDUSDT,0.9998,2022-09-11
BUSDUSDT,0.9998,2022-09-12
BUSDUSDT,1.0001,2022-09-13
BUSDUSDT,0.9999,2022-09-14
BUSDUSDT,1.0001,2022-09-15
BUSDUSDT,1.0001,2022-09-16
BUSDUSDT,1.0,2022-09-17
BUSDUSDT,1.0001,2022-09-18
BUSDUSDT,0.9999,2022-09-19
BUSDUSDT,1.0,2022-09-20
BUSDUSDT,1.0,2022-09-21
BUSDUSDT,1.0001,2022-09-22
BUSDUSDT,1.0001,2022-09-23
BUSDUSDT,1.0,2022-09-24
BUSDUSDT,1.0,2022-09-25
BUSDUSDT,1.0,2022-09-26
BUSDUSDT,1.0001,2022-09-27
BUSDUSDT,1.0001,2022-09-28
BUSDUSDT,1.0,2022-09-29
BUSDUSDT,1.0,2022-09-30
BUSDUSDT,1.0,2022-10-01
BUSDUSDT,1.0,2022-10-02
BUSDUSDT,0.9998,2022-10-03
BUSDUSDT,0.9997,2022-10-04
BUSDUSDT,0.9998,2022-10-05
BUSDUSDT,0.9999,2022-10-06
BUSDUSDT,1.0,2022-10-07
BUSDUSDT,0.9999,2022-10-08
BUSDUSDT,0.9998,2022-10-09
BUSDUSDT,1.0,2022-10-10
BUSDUSDT,1.0001,2022-10-11
BUSDUSDT,1.0001,2022-10-12
BUSDUSDT,0.9999,2022-10-13
BUSDUSDT,0.9999,2022-10-14
BUSDUSDT,0.9999,2022-10-15
BUSDUSDT,1.0,2022-10-16
BUSDUSDT,1.0,2022-10-17
BUSDUSDT,1.0,2022-10-18
BUSDUSDT,1.0,2022-10-19
BUSDUSDT,1.0001,2022-10-20
BUSDUSDT,0.9999,2022-10-21
BUSDUSDT,1.0,2022-10-22
BUSDUSDT,0.9999,2022-10-23
BUSDUSDT,1.0,2022-10-24
BUSDUSDT,0.9997,2022-10-25
BUSDUSDT,0.9997,2022-10-26
BUSDUSDT,0.9999,2022-10-27
BUSDUSDT,0.9998,2022-10-28
BUSDUSDT,0.9998,2022-10-29
BUSDUSDT,0.9998,2022-10-30
BUSDUSDT,1.0001,2022-10-31
BUSDUSDT,1.0001,2022-11-01
BUSDUSDT,1.0001,2022-11-02
BUSDUSDT,1.0,2022-11-03
BUSDUSDT,0.9999,2022-11-04
BUSDUSDT,1.0,2022-11-05
BUSDUSDT,0.9999,2022-11-06
BUSDUSDT,0.9998,2022-11-07
BUSDUSDT,1.0,2022-11-08
BUSDUSDT,1.0023,2022-11-09
BUSDUSDT,1.0027,2022-11-10
BUSDUSDT,1.0022,2022-11-11
BUSDUSDT,1.0017,2022-11-12
BUSDUSDT,1.0016,2022-11-13
BUSDUSDT,1.0014,2022-11-14
BUSDUSDT,1.0011,2022-11-15
BUSDUSDT,1.0009,2022-11-16
BUSDUSDT,1.0007,2022-11-17
BUSDUSDT,1.0011,2022-11-18
BUSDUSDT,1.0012,2022-11-19
BUSDUSDT,1.0013,2022-11-20
BUSDUSDT,1.0011,2022-11-21
BUSDUSDT,1.0011,2022-11-22
BUSDUSDT,1.001,2022-11-23
BUSDUSDT,1.0007,2022-11-24
BUSDUSDT,1.0005,2022-11-25
BUSDUSDT,1.0005,2022-11-26
BUSDUSDT,1.0004,2022-11-27
BUSDUSDT,1.0003,2022-11-28
BUSDUSDT,1.0003,2022-11-29
BUSDUSDT,1.0,2022-11-30
BUSDUSDT,0.9999,2022-12-01
BUSDUSDT,0.9999,2022-12-02
BUSDUSDT,1.0,2022-12-03
BUSDUSDT,0.9998,2022-12-04
BUSDUSDT,1.0,2022-12-05
BUSDUSDT,0.9999,2022-12-06
BUSDUSDT,1.0,2022-12-07
BUSDUSDT,0.9999,2022-12-08
BUSDUSDT,1.0,2022-12-09
BUSDUSDT,0.9999,2022-12-10
BUSDUSDT,1.0,2022-12-11
BUSDUSDT,0.9998,2022-12-12
BUSDUSDT,1.0,2022-12-13
BUSDUSDT,0.9998,2022-12-14
BUSDUSDT,0.9999,2022-12-15
BUSDUSDT,0.9999,2022-12-16
BUSDUSDT,0.9999,2022-12-17
BUSDUSDT,0.9998,2022-12-18
BUSDUSDT,1.0,2022-12-19
BUSDUSDT,0.9999,2022-12-20
BUSDUSDT,1.0,2022-12-21
BUSDUSDT,1.0001,2022-12-22
BUSDUSDT,1.0,2022-12-23
BUSDUSDT,1.0001,2022-12-24
BUSDUSDT,1.0001,2022-12-25
BUSDUSDT,1.0001,2022-12-26
BUSDUSDT,1.0002,2022-12-27
BUSDUSDT,1.0005,2022-12-28
BUSDUSDT,1.0004,2022-12-29
BUSDUSDT,1.0005,2022-12-30
BUSDUSDT,1.0004,2022-12-31
C,57.983280181884766,2022-01-03
C,58.43354797363281,2022-01-04
C,57.7535514831543,2022-01-05
C,59.64651870727539,2022-01-06
C,60.44596481323242,2022-01-07
C,60.675689697265625,2022-01-10
C,61.66811752319336,2022-01-11
C,61.82432556152344,2022-01-12
C,62.28378677368164,2022-01-13
C,61.502708435058594,2022-01-14
C,60.0048828125,2022-01-18
C,59.03083801269531,2022-01-19
C,59.23299789428711,2022-01-20
C,58.13949966430664,2022-01-21
C,57.615718841552734,2022-01-24
C,58.911380767822266,2022-01-25
C,59.499488830566406,2022-01-26
C,58.94813919067383,2022-01-27
C,59.44435119628906,2022-01-28
C,59.8394889831543,2022-01-31
C,61.16270446777344,2022-02-01
C,60.85947799682617,2022-02-02
C,59.96813583374024,2022-02-03
C,61.19990921020508,2022-02-04
C,61.45922470092773,2022-02-07
C,62.1631088256836,2022-02-08
C,62.829925537109375,2022-02-09
C,62.51503753662109,2022-02-10
C,62.19088745117188,2022-02-11
C,61.55183792114258,2022-02-14
C,62.05196762084961,2022-02-15
C,62.00564956665039,2022-02-16
C,59.93108367919922,2022-02-17
C,59.4031867980957,2022-02-18
C,59.17164611816406,2022-02-22
C,58.55112457275391,2022-02-23
C,56.18943786621094,2022-02-24
C,57.40270233154297,2022-02-25
C,54.85578918457031,2022-02-28
C,54.2630500793457,2022-03-01
C,55.161415100097656,2022-03-02
C,53.36469268798828,2022-03-03
C,52.4107551574707,2022-03-04
C,51.44756317138672,2022-03-07
C,50.817779541015625,2022-03-08
C,51.81802368164063,2022-03-09
C,50.82704162597656,2022-03-10
C,50.16020965576172,2022-03-11
C,50.22504806518555,2022-03-14
C,51.04005813598633,2022-03-15
C,52.60525131225586,2022-03-16
C,53.059059143066406,2022-03-17
C,53.1146240234375,2022-03-18
C,52.77195739746094,2022-03-21
C,53.25354766845703,2022-03-22
C,52.18848037719727,2022-03-23
C,52.25331115722656,2022-03-24
C,52.5496826171875,2022-03-25
C,51.79023742675781,2022-03-28
C,52.299617767333984,2022-03-29
C,50.910400390625,2022-03-30
C,49.45634841918945,2022-03-31
C,48.46536636352539,2022-04-01
C,48.90065002441406,2022-04-04
C,47.770755767822266,2022-04-05
C,46.79829406738281,2022-04-06
C,46.33522033691406,2022-04-07
C,47.12245178222656,2022-04-08
C,46.81681823730469,2022-04-11
C,46.6223258972168,2022-04-12
C,46.44636154174805,2022-04-13
C,47.168758392333984,2022-04-14
C,48.44683837890625,2022-04-18
C,49.01178741455078,2022-04-19
C,49.17849349975586,2022-04-20
C,48.74320983886719,2022-04-21
C,47.44659805297852,2022-04-22
C,47.35398483276367,2022-04-25
C,46.52045440673828,2022-04-26
C,45.936973571777344,2022-04-27
C,46.32596206665039,2022-04-28
C,45.10955810546875,2022-04-29
C,45.57741165161133,2022-05-02
C,46.87801361083984,2022-05-03
C,48.87102890014648,2022-05-04
C,48.01020050048828,2022-05-05
C,48.30026245117188,2022-05-06
C,46.6815185546875,2022-05-09
C,45.61483383178711,2022-05-10
C,44.59493255615234,2022-05-11
C,43.565677642822266,2022-05-12
C,44.57621765136719,2022-05-13
C,44.40779495239258,2022-05-16
C,47.76692199707031,2022-05-17
C,46.14817810058594,2022-05-18
C,46.57859420776367,2022-05-19
C,46.55052185058594,2022-05-20
C,49.37630844116211,2022-05-23
C,49.292091369628906,2022-05-24
C,49.31080627441406,2022-05-25
C,50.61141204833984,2022-05-26
C,50.17163848876953,2022-05-27
C,49.97514343261719,2022-05-31
C,49.0207405090332,2022-06-01
C,49.05817413330078,2022-06-02
C,48.02891159057617,2022-06-03
C,48.09440994262695,2022-06-06
C,48.7493896484375,2022-06-07
C,48.1037712097168,2022-06-08
C,46.756378173828125,2022-06-09
C,44.641719818115234,2022-06-10
C,42.75162506103516,2022-06-13
C,43.0042610168457,2022-06-14
C,44.52008438110352,2022-06-15
C,43.87445068359375,2022-06-16
C,43.52824401855469,2022-06-17
C,44.87564086914063,2022-06-21
C,44.16451644897461,2022-06-22
C,43.369178771972656,2022-06-23
C,44.78207778930664,2022-06-24
C,44.753997802734375,2022-06-27
C,44.17387390136719,2022-06-28
C,44.070945739746094,2022-06-29
C,43.03233337402344,2022-06-30
C,43.855735778808594,2022-07-01
C,43.61246109008789,2022-07-05
C,43.18204498291016,2022-07-06
C,43.911888122558594,2022-07-07
C,43.80895233154297,2022-07-08
C,43.21946716308594,2022-07-11
C,43.163330078125,2022-07-12
C,42.57384490966797,2022-07-13
C,41.30131149291992,2022-07-14
C,46.7657356262207,2022-07-15
C,46.849945068359375,2022-07-18
C,48.7774658203125,2022-07-19
C,49.07688522338867,2022-07-20
C,49.20788192749024,2022-07-21
C,48.57161331176758,2022-07-22
C,48.80553436279297,2022-07-25
C,48.09440994262695,2022-07-26
C,48.98331069946289,2022-07-27
C,48.87102890014648,2022-07-28
C,49.04111862182617,2022-07-29
C,49.06001663208008,2022-08-01
C,47.9544677734375,2022-08-02
C,48.76708984375,2022-08-03
C,48.436370849609375,2022-08-04
C,48.81433868408203,2022-08-05
C,48.634803771972656,2022-08-08
C,49.22065353393555,2022-08-09
C,50.26006317138672,2022-08-10
C,51.02544021606445,2022-08-11
C,51.38451385498047,2022-08-12
C,51.09157943725586,2022-08-15
C,51.19552230834961,2022-08-16
C,50.79865646362305,2022-08-17
C,50.60022735595703,2022-08-18
C,49.712005615234375,2022-08-19
C,48.42692565917969,2022-08-22
C,48.14344787597656,2022-08-23
C,48.200138092041016,2022-08-24
C,49.19230270385742,2022-08-25
C,47.03789520263672,2022-08-26
C,46.650482177734375,2022-08-29
C,46.37645721435547,2022-08-30
C,46.12133026123047,2022-08-31
C,46.06463241577149,2022-09-01
C,46.14967727661133,2022-09-02
C,45.5638313293457,2022-09-06
C,45.95124435424805,2022-09-07
C,47.15129089355469,2022-09-08
C,47.878868103027344,2022-09-09
C,48.067848205566406,2022-09-12
C,46.30086135864258,2022-09-13
C,45.76226043701172,2022-09-14
C,45.771705627441406,2022-09-15
C,45.45988464355469,2022-09-16
C,45.58272933959961,2022-09-19
C,44.64725875854492,2022-09-20
C,43.77793884277344,2022-09-21
C,43.06925201416016,2022-09-22
C,41.82195663452149,2022-09-23
C,40.62192153930664,2022-09-26
C,40.243953704833984,2022-09-27
C,41.00933837890625,2022-09-28
C,40.05496597290039,2022-09-29
C,39.37462615966797,2022-09-30
C,40.215606689453125,2022-10-03
C,41.96369552612305,2022-10-04
C,41.42509841918945,2022-10-05
C,40.68806457519531,2022-10-06
C,39.86598587036133,2022-10-07
C,39.30849075317383,2022-10-10
C,38.22183609008789,2022-10-11
C,38.59034729003906,2022-10-12
C,40.58412170410156,2022-10-13
C,40.84869384765625,2022-10-14
C,41.18886947631836,2022-10-17
C,41.718021392822266,2022-10-18
C,40.95264053344727,2022-10-19
C,40.55577087402344,2022-10-20
C,41.82195663452149,2022-10-21
C,41.96369552612305,2022-10-24
C,42.82357406616211,2022-10-25
C,42.90861511230469,2022-10-26
C,42.93695831298828,2022-10-27
C,43.58895492553711,2022-10-28
C,43.33382797241211,2022-10-31
C,43.67399597167969,2022-11-01
C,43.04090881347656,2022-11-02
C,42.12433242797852,2022-11-03
C,43.13753890991211,2022-11-04
C,43.71104431152344,2022-11-07
C,44.08382797241211,2022-11-08
C,43.357383728027344,2022-11-09
C,46.28228378295898,2022-11-10
C,47.97413635253906,2022-11-11
C,46.85579681396485,2022-11-14
C,46.865352630615234,2022-11-15
C,46.23448944091797,2022-11-16
C,46.11978912353516,2022-11-17
C,46.51168823242188,2022-11-18
C,46.72197723388672,2022-11-21
C,47.15210723876953,2022-11-22
C,46.110233306884766,2022-11-23
C,46.15802383422852,2022-11-25
C,45.14482498168945,2022-11-28
C,45.46981048583984,2022-11-29
C,46.272727966308594,2022-11-30
C,45.67053985595703,2022-12-01
C,45.15438461303711,2022-12-02
C,43.62501525878906,2022-12-05
C,42.99415969848633,2022-12-06
C,42.697845458984375,2022-12-07
C,42.71696090698242,2022-12-08
C,42.87945556640625,2022-12-09
C,43.74928283691406,2022-12-12
C,44.53307342529297,2022-12-13
C,43.95001220703125,2022-12-14
C,42.65005111694336,2022-12-15
C,42.3919677734375,2022-12-16
C,41.99051284790039,2022-12-19
C,41.87581253051758,2022-12-20
C,42.8316650390625,2022-12-21
C,42.04787063598633,2022-12-22
C,42.30594253540039,2022-12-23
C,42.430206298828125,2022-12-27
C,42.65005111694336,2022-12-28
C,43.16621017456055,2022-12-29
C,43.23311996459961,2022-12-30
C98USDT,2.524,2022-01-01
C98USDT,2.46,2022-01-02
C98USDT,2.372,2022-01-03
C98USDT,2.531,2022-01-04
C98USDT,2.452,2022-01-05
C98USDT,2.398,2022-01-06
C98USDT,2.544,2022-01-07
C98USDT,2.322,2022-01-08
C98USDT,2.295,2022-01-09
C98USDT,2.244,2022-01-10
C98USDT,2.442,2022-01-11
C98USDT,2.524,2022-01-12
C98USDT,2.311,2022-01-13
C98USDT,2.435,2022-01-14
C98USDT,2.395,2022-01-15
C98USDT,2.452,2022-01-16
C98USDT,2.254,2022-01-17
C98USDT,2.308,2022-01-18
C98USDT,2.197,2022-01-19
C98USDT,2.115,2022-01-20
C98USDT,1.848,2022-01-21
C98USDT,1.573,2022-01-22
C98USDT,1.618,2022-01-23
C98USDT,1.504,2022-01-24
C98USDT,1.53,2022-01-25
C98USDT,1.591,2022-01-26
C98USDT,1.524,2022-01-27
C98USDT,1.593,2022-01-28
C98USDT,1.622,2022-01-29
C98USDT,1.581,2022-01-30
C98USDT,1.65,2022-01-31
C98USDT,1.689,2022-02-01
C98USDT,1.579,2022-02-02
C98USDT,1.657,2022-02-03
C98USDT,1.768,2022-02-04
C98USDT,1.76,2022-02-05
C98USDT,1.81,2022-02-06
C98USDT,1.883,2022-02-07
C98USDT,1.773,2022-02-08
C98USDT,1.904,2022-02-09
C98USDT,1.974,2022-02-10
C98USDT,1.714,2022-02-11
C98USDT,1.698,2022-02-12
C98USDT,1.615,2022-02-13
C98USDT,1.634,2022-02-14
C98USDT,1.839,2022-02-15
C98USDT,1.816,2022-02-16
C98USDT,1.619,2022-02-17
C98USDT,1.575,2022-02-18
C98USDT,1.599,2022-02-19
C98USDT,1.48,2022-02-20
C98USDT,1.329,2022-02-21
C98USDT,1.382,2022-02-22
C98USDT,1.294,2022-02-23
C98USDT,1.282,2022-02-24
C98USDT,1.385,2022-02-25
C98USDT,1.326,2022-02-26
C98USDT,1.258,2022-02-27
C98USDT,1.413,2022-02-28
C98USDT,1.49,2022-03-01
C98USDT,1.47,2022-03-02
C98USDT,1.517,2022-03-03
C98USDT,1.329,2022-03-04
C98USDT,1.339,2022-03-05
C98USDT,1.228,2022-03-06
C98USDT,1.229,2022-03-07
C98USDT,1.262,2022-03-08
C98USDT,1.326,2022-03-09
C98USDT,1.23,2022-03-10
C98USDT,1.209,2022-03-11
C98USDT,1.214,2022-03-12
C98USDT,1.164,2022-03-13
C98USDT,1.226,2022-03-14
C98USDT,1.315,2022-03-15
C98USDT,1.367,2022-03-16
C98USDT,1.346,2022-03-17
C98USDT,1.414,2022-03-18
C98USDT,1.533,2022-03-19
C98USDT,1.604,2022-03-20
C98USDT,1.524,2022-03-21
C98USDT,1.581,2022-03-22
C98USDT,1.635,2022-03-23
C98USDT,1.627,2022-03-24
C98USDT,1.533,2022-03-25
C98USDT,1.586,2022-03-26
C98USDT,1.691,2022-03-27
C98USDT,1.608,2022-03-28
C98USDT,1.661,2022-03-29
C98USDT,1.783,2022-03-30
C98USDT,1.705,2022-03-31
C98USDT,1.812,2022-04-01
C98USDT,1.739,2022-04-02
C98USDT,1.85,2022-04-03
C98USDT,1.797,2022-04-04
C98USDT,1.696,2022-04-05
C98USDT,1.51,2022-04-06
C98USDT,1.619,2022-04-07
C98USDT,1.541,2022-04-08
C98USDT,1.601,2022-04-09
C98USDT,1.511,2022-04-10
C98USDT,1.377,2022-04-11
C98USDT,1.564,2022-04-12
C98USDT,1.625,2022-04-13
C98USDT,1.589,2022-04-14
C98USDT,1.54,2022-04-15
C98USDT,1.565,2022-04-16
C98USDT,1.483,2022-04-17
C98USDT,1.517,2022-04-18
C98USDT,1.612,2022-04-19
C98USDT,1.575,2022-04-20
C98USDT,1.488,2022-04-21
C98USDT,1.51,2022-04-22
C98USDT,1.465,2022-04-23
C98USDT,1.44,2022-04-24
C98USDT,1.393,2022-04-25
C98USDT,1.319,2022-04-26
C98USDT,1.302,2022-04-27
C98USDT,1.322,2022-04-28
C98USDT,1.281,2022-04-29
C98USDT,1.115,2022-04-30
C98USDT,1.179,2022-05-01
C98USDT,1.154,2022-05-02
C98USDT,1.14,2022-05-03
C98USDT,1.251,2022-05-04
C98USDT,1.125,2022-05-05
C98USDT,1.11,2022-05-06
C98USDT,1.051,2022-05-07
C98USDT,1.027,2022-05-08
C98USDT,0.812,2022-05-09
C98USDT,0.825,2022-05-10
C98USDT,0.523,2022-05-11
C98USDT,0.431,2022-05-12
C98USDT,0.481,2022-05-13
C98USDT,0.515,2022-05-14
C98USDT,0.553,2022-05-15
C98USDT,0.481,2022-05-16
C98USDT,0.529,2022-05-17
C98USDT,0.465,2022-05-18
C98USDT,0.497,2022-05-19
C98USDT,0.484,2022-05-20
C98USDT,0.606,2022-05-21
C98USDT,0.603,2022-05-22
C98USDT,0.614,2022-05-23
C98USDT,0.731,2022-05-24
C98USDT,0.659,2022-05-25
C98USDT,0.59,2022-05-26
C98USDT,0.544,2022-05-27
C98USDT,0.559,2022-05-28
C98USDT,0.57,2022-05-29
C98USDT,0.734,2022-05-30
C98USDT,0.691,2022-05-31
C98USDT,0.633,2022-06-01
C98USDT,0.651,2022-06-02
C98USDT,0.597,2022-06-03
C98USDT,0.626,2022-06-04
C98USDT,0.636,2022-06-05
C98USDT,0.715,2022-06-06
C98USDT,0.686,2022-06-07
C98USDT,0.696,2022-06-08
C98USDT,0.714,2022-06-09
C98USDT,0.658,2022-06-10
C98USDT,0.611,2022-06-11
C98USDT,0.539,2022-06-12
C98USDT,0.469,2022-06-13
C98USDT,0.494,2022-06-14
C98USDT,0.533,2022-06-15
C98USDT,0.47,2022-06-16
C98USDT,0.498,2022-06-17
C98USDT,0.461,2022-06-18
C98USDT,0.494,2022-06-19
C98USDT,0.517,2022-06-20
C98USDT,0.53,2022-06-21
C98USDT,0.511,2022-06-22
C98USDT,0.536,2022-06-23
C98USDT,0.544,2022-06-24
C98USDT,0.541,2022-06-25
C98USDT,0.508,2022-06-26
C98USDT,0.501,2022-06-27
C98USDT,0.476,2022-06-28
C98USDT,0.47,2022-06-29
C98USDT,0.467,2022-06-30
C98USDT,0.464,2022-07-01
C98USDT,0.476,2022-07-02
C98USDT,0.474,2022-07-03
C98USDT,0.495,2022-07-04
C98USDT,0.484,2022-07-05
C98USDT,0.51,2022-07-06
C98USDT,0.522,2022-07-07
C98USDT,0.51,2022-07-08
C98USDT,0.521,2022-07-09
C98USDT,0.493,2022-07-10
C98USDT,0.454,2022-07-11
C98USDT,0.441,2022-07-12
C98USDT,0.453,2022-07-13
C98USDT,0.464,2022-07-14
C98USDT,0.473,2022-07-15
C98USDT,0.48,2022-07-16
C98USDT,0.479,2022-07-17
C98USDT,0.519,2022-07-18
C98USDT,0.553,2022-07-19
C98USDT,0.5,2022-07-20
C98USDT,0.496,2022-07-21
C98USDT,0.475,2022-07-22
C98USDT,0.491,2022-07-23
C98USDT,0.484,2022-07-24
C98USDT,0.435,2022-07-25
C98USDT,0.434,2022-07-26
C98USDT,0.47,2022-07-27
C98USDT,0.499,2022-07-28
C98USDT,0.496,2022-07-29
C98USDT,0.508,2022-07-30
C98USDT,0.504,2022-07-31
C98USDT,0.497,2022-08-01
C98USDT,0.48,2022-08-02
C98USDT,0.475,2022-08-03
C98USDT,0.568,2022-08-04
C98USDT,0.596,2022-08-05
C98USDT,0.569,2022-08-06
C98USDT,0.588,2022-08-07
C98USDT,0.58,2022-08-08
C98USDT,0.518,2022-08-09
C98USDT,0.547,2022-08-10
C98USDT,0.552,2022-08-11
C98USDT,0.56,2022-08-12
C98USDT,0.559,2022-08-13
C98USDT,0.535,2022-08-14
C98USDT,0.523,2022-08-15
C98USDT,0.505,2022-08-16
C98USDT,0.471,2022-08-17
C98USDT,0.438,2022-08-18
C98USDT,0.401,2022-08-19
C98USDT,0.41,2022-08-20
C98USDT,0.429,2022-08-21
C98USDT,0.403,2022-08-22
C98USDT,0.409,2022-08-23
C98USDT,0.41,2022-08-24
C98USDT,0.424,2022-08-25
C98USDT,0.389,2022-08-26
C98USDT,0.375,2022-08-27
C98USDT,0.367,2022-08-28
C98USDT,0.422,2022-08-29
C98USDT,0.43,2022-08-30
C98USDT,0.439,2022-08-31
C98USDT,0.427,2022-09-01
C98USDT,0.437,2022-09-02
C98USDT,0.442,2022-09-03
C98USDT,0.434,2022-09-04
C98USDT,0.43,2022-09-05
C98USDT,0.388,2022-09-06
C98USDT,0.403,2022-09-07
C98USDT,0.399,2022-09-08
C98USDT,0.4521,2022-09-09
C98USDT,0.4429,2022-09-10
C98USDT,0.4438,2022-09-11
C98USDT,0.4445,2022-09-12
C98USDT,0.4018,2022-09-13
C98USDT,0.4057,2022-09-14
C98USDT,0.3917,2022-09-15
C98USDT,0.441,2022-09-16
C98USDT,0.4514,2022-09-17
C98USDT,0.3863,2022-09-18
C98USDT,0.3921,2022-09-19
C98USDT,0.3721,2022-09-20
C98USDT,0.3563,2022-09-21
C98USDT,0.3854,2022-09-22
C98USDT,0.3698,2022-09-23
C98USDT,0.3622,2022-09-24
C98USDT,0.3533,2022-09-25
C98USDT,0.3613,2022-09-26
C98USDT,0.3497,2022-09-27
C98USDT,0.3486,2022-09-28
C98USDT,0.357,2022-09-29
C98USDT,0.3617,2022-09-30
C98USDT,0.3593,2022-10-01
C98USDT,0.3543,2022-10-02
C98USDT,0.3666,2022-10-03
C98USDT,0.3721,2022-10-04
C98USDT,0.3662,2022-10-05
C98USDT,0.3606,2022-10-06
C98USDT,0.3594,2022-10-07
C98USDT,0.354,2022-10-08
C98USDT,0.3582,2022-10-09
C98USDT,0.3438,2022-10-10
C98USDT,0.3557,2022-10-11
C98USDT,0.3399,2022-10-12
C98USDT,0.3258,2022-10-13
C98USDT,0.324,2022-10-14
C98USDT,0.3236,2022-10-15
C98USDT,0.3327,2022-10-16
C98USDT,0.3393,2022-10-17
C98USDT,0.3335,2022-10-18
C98USDT,0.3148,2022-10-19
C98USDT,0.3096,2022-10-20
C98USDT,0.3132,2022-10-21
C98USDT,0.3131,2022-10-22
C98USDT,0.311,2022-10-23
C98USDT,0.2943,2022-10-24
C98USDT,0.299,2022-10-25
C98USDT,0.3043,2022-10-26
C98USDT,0.3108,2022-10-27
C98USDT,0.3285,2022-10-28
C98USDT,0.3372,2022-10-29
C98USDT,0.331,2022-10-30
C98USDT,0.3206,2022-10-31
C98USDT,0.3119,2022-11-01
C98USDT,0.3026,2022-11-02
C98USDT,0.3252,2022-11-03
C98USDT,0.3509,2022-11-04
C98USDT,0.3394,2022-11-05
C98USDT,0.3209,2022-11-06
C98USDT,0.3202,2022-11-07
C98USDT,0.2346,2022-11-08
C98USDT,0.181,2022-11-09
C98USDT,0.2178,2022-11-10
C98USDT,0.2168,2022-11-11
C98USDT,0.2041,2022-11-12
C98USDT,0.2652,2022-11-13
C98USDT,0.3182,2022-11-14
C98USDT,0.2878,2022-11-15
C98USDT,0.2714,2022-11-16
C98USDT,0.2617,2022-11-17
C98USDT,0.2688,2022-11-18
C98USDT,0.2642,2022-11-19
C98USDT,0.237,2022-11-20
C98USDT,0.2358,2022-11-21
C98USDT,0.2393,2022-11-22
C98USDT,0.2426,2022-11-23
C98USDT,0.2405,2022-11-24
C98USDT,0.2365,2022-11-25
C98USDT,0.2341,2022-11-26
C98USDT,0.2335,2022-11-27
C98USDT,0.2291,2022-11-28
C98USDT,0.2347,2022-11-29
C98USDT,0.241,2022-11-30
C98USDT,0.2409,2022-12-01
C98USDT,0.2429,2022-12-02
C98USDT,0.2403,2022-12-03
C98USDT,0.2436,2022-12-04
C98USDT,0.234,2022-12-05
C98USDT,0.231,2022-12-06
C98USDT,0.2216,2022-12-07
C98USDT,0.2285,2022-12-08
C98USDT,0.2279,2022-12-09
C98USDT,0.2325,2022-12-10
C98USDT,0.2293,2022-12-11
C98USDT,0.2342,2022-12-12
C98USDT,0.2381,2022-12-13
C98USDT,0.2295,2022-12-14
C98USDT,0.2232,2022-12-15
C98USDT,0.1942,2022-12-16
C98USDT,0.1966,2022-12-17
C98USDT,0.1932,2022-12-18
C98USDT,0.184,2022-12-19
C98USDT,0.1917,2022-12-20
C98USDT,0.1885,2022-12-21
C98USDT,0.1843,2022-12-22
C98USDT,0.1812,2022-12-23
C98USDT,0.1765,2022-12-24
C98USDT,0.1687,2022-12-25
C98USDT,0.1696,2022-12-26
C98USDT,0.1738,2022-12-27
C98USDT,0.1592,2022-12-28
C98USDT,0.1595,2022-12-29
C98USDT,0.1563,2022-12-30
C98USDT,0.1576,2022-12-31
CAKEUSDT,12.04,2022-01-01
CAKEUSDT,12.34,2022-01-02
CAKEUSDT,12.14,2022-01-03
CAKEUSDT,12.01,2022-01-04
CAKEUSDT,11.28,2022-01-05
CAKEUSDT,11.08,2022-01-06
CAKEUSDT,10.44,2022-01-07
CAKEUSDT,10.22,2022-01-08
CAKEUSDT,10.75,2022-01-09
CAKEUSDT,10.38,2022-01-10
CAKEUSDT,10.9,2022-01-11
CAKEUSDT,11.32,2022-01-12
CAKEUSDT,10.91,2022-01-13
CAKEUSDT,11.29,2022-01-14
CAKEUSDT,11.72,2022-01-15
CAKEUSDT,12.05,2022-01-16
CAKEUSDT,11.28,2022-01-17
